Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
RandomEvent/RE_ParosLibrary_UseButton_0,Text,,금서를 펼친다,Ouvrir le livre interdit.,禁書を開く,打开禁书,打開禁書,
RandomEvent/RE_PopcornGirl_Desc,Text,,"이번 스테이지의 보스 전투에 “팝콘 소녀”가 출현한다.
팝콘 소녀는 적과 아군을 가리지 않고 다양한 버프와 디버프를 걸어준다.
팝콘 소녀는 공격할 수 없으며, 팝콘 소녀가 남아 있어도 보스 처치 시 전투가 종료된다.
팝콘 소녀가 참여한 전투에서 승리하면 경우에 따라 특별한 보상을 얻을 수 있다.","« Popcorn-Girl » apparaîtra pendant le combat contre le boss de cet étage. 
Popcorn-Girl applique divers effets bénéfiques et néfastes aux alliés comme aux ennemis. 
Elle ne peut pas être attaquée et le combat se termine lorsque le boss est vaincu. 

Si vous remportez un combat auquel elle participe, vous pourrez obtenir une récompense spéciale sous certaines conditions.","このステージのボス戦に「ポップコーンガール」が現れる。
ポップコーンガールは敵、味方を問わず、様々なバフとデバフをかけてくる。
ポップコーンガールを攻撃することはできない。
ポップコーンガール以外のボスを倒すと戦闘は終了する。
ポップコーンガールが参加した戦闘で勝利すると特別なご褒美をもらえる。","当前区域的BOSS战斗中将出现“爆米花少女”。
爆米花少女会不分敌我，给所有目标添加各种增益和减益。
爆米花少女不受任何攻击，当BOSS被击杀时，即使爆米花少女仍在场上，战斗也会结束。
在有爆米花少女加入的战斗中获得胜利时，将有机会获得特殊奖励。","當前區域的BOSS戰鬥中將出現「爆米花少女」。
爆米花少女會不分敵我，為所有目標添加各種增益和減益。
爆米花女孩不受任何攻擊，當BOSS被擊殺時，即使爆米花女孩仍在場上，戰鬥也會結束。
在有爆米花少女加入的戰鬥中獲得勝利時，將有機會獲得特殊獎勵。",
RandomEvent/RE_PopcornGirl_EventDetails,Text,,"가판대에서는 시끄러운 소리와 함께 팝콘이 튀겨지고 있다.
달콤하고 고소한 냄새가 코끝을 자극한다.
가까이 다가가니, 판매원으로 보이는 조그마한 소녀가 웃으며 말을 걸어온다.

“거기 너! 혹시 팝콘 좋아해?”","Du pop-corn éclate bruyamment dans l'échoppe. 
Son odeur sucrée et salée me chatouille les narines. 
En m'approchant, une petite fille qui semble être la vendeuse s'avance vers moi avec un sourire. 

« Hé, toi ! Tu aimes le pop-corn ? »","屋台では大きな音とともにポップコーンが揚がっている。
甘くて香ばしい香りが鼻先を刺激する。
屋台に近づくと、販売員に見える小さな少女が笑いながら話しかけて来る。

「ねえ、君！ポップコーンはお好き？」","售货架上传来一颗颗爆米花炸开的声音。
空气中弥漫着香甜的气息。
一个看起来像售货员的少女微笑着说道。

“嘿！你喜欢爆米花吗？”","售貨架上傳來一顆顆爆米花炸開的聲音。
空氣中瀰漫著香甜的氣息。
一個看起來像售貨員的少女微笑著說。

「嘿！你喜歡爆米花嗎？」",
RandomEvent/RE_PopcornGirl_Name,Text,,팝콘 가판대,Stand de Pop-corn,ポップコーン売り場,爆米花售货架,爆米花售貨架,
RandomEvent/RE_PopcornGirl_OrderStrings_0,Text,,"“그렇구나! 나도 팝콘이 세상에서 제일 좋아!”
“내 꿈은 모두에게 맛있는 팝콘을 만들어주는 거야.”

팝콘 소녀는 매우 기쁜듯이 펄쩍 뛰며 외쳤다.

“저쪽에서 먼저 온 손님이 기다리고 있는데, 너도 같이 가자!”

어쩐지 팝콘 소녀와 동행하게 된 것 같다...","« Je vois ! Le pop-corn est aussi ce que je préfère au monde ! » 
« Mon rêve est de préparer un délicieux pop-corn pour tout le monde. » 

La Popcorn-Girl s'exclame en sautillant de joie. 

« Mon premier client m'attend juste là-bas, tu devrais venir avec moi ! » 

Je me suis retrouvé à accompagner la petite vendeuse de pop-corn...","「そうなんだ！私もポップコーンが世界で一番好きなんだ！」
「私の夢は皆に美味しいポップコーンを作ってあげることなの。」

ポップコーンガールはとても嬉しそうに飛び跳ねながら叫んでいる。

「あっちに先に来たお客さんが待っているの、あなたも一緒に行きましょう！」

どうやらポップコーンガールと同行することになったみたいだ...","“是嘛！我最喜欢爆米花了！”
“我的梦想就是做出好吃的爆米花给所有人吃。”

爆米花少女兴奋地喊道。

“那边已经有客人在等着了，你也一起去吧！”

就这样莫名其妙地变成了爆米花少女的同伴...","「我也是！我最喜歡爆米花了！」
「我的夢想是做出好吃的爆米花給所有人吃。」

爆米花少女興奮地喊道。

「那邊已經有客人在等著了，你也去那裡吧！」

就這樣莫名其妙地變成了爆米花少女的同伴...",
RandomEvent/RE_PopcornGirl_UseButton_0,Text,,"응, 좋아해.","Oui, j'aime ça.",うん、大好き。,嗯，喜欢。,嗯，喜歡。,
RandomEvent/RE_Popcorn_EventDetails,Text,,이곳에서 팝콘을 먹을 수 있을 것 같다.,On dirait que nous pouvons manger du pop-corn ici.,ここならポップコーンが食べられそうだ。,好像可以在这里吃到爆米花。,好像可以在這裡吃爆米花。,
RandomEvent/RE_Popcorn_Name,Text,,팝콘 가판대,Stand de Pop-corn,ポップコーン売り場,爆米花售货架,爆米花售貨架,
RandomEvent/RE_Popcorn_UseButton_0,Text,,팝콘 먹기,Manger du pop-corn,ポップコーンを食べる,吃爆米花,吃爆米花,
RandomEvent/RE_PotionCafe_Desc,Text,,<b>무작위 물약</b> 2개를 획득한다.,Obtenez 2 potions aléatoires.,<b>ランダムなポーション</b>を2個獲得する。,获得2个<b>随机药水</b>。,取得2個<b>隨機藥水</b>。,
RandomEvent/RE_PotionCafe_EventDetails,Text,,"다양한 향기가 한 데 모여 어우러지고 있는 물약 카페다.
진열대 안에는 여러 물약이 주인 없이 방치되어 있는 것 같다.","Un café spécialisé dans les potions où différents arômes se mélangent harmonieusement. 
Plusieurs potions semblent avoir été laissées sans surveillance sur une étagère.","様々なものが入り混じったような香りが立つポーションカフェだ。
陳列台の中には色んなポーションが放置されている。","混杂着各种香味的药水店。
 柜台上摆放着无人认领的各种药水。","混雜著各種香味的藥水店。
 櫃檯上擺放著無人認領的各種藥水。",
RandomEvent/RE_PotionCafe_Name,Text,,물약 카페,Café des Potions,ポーションカフェ,药水店,藥水店,
RandomEvent/RE_PotionCafe_OrderStrings_0,Text,,"쓸만해 보이는 물약 몇 개를 챙겨 가져가자, 진열대가 금세 바닥났다.
더 이상 볼일은 없을 것 같다.","Les étagères se vident rapidement tandis que nous prenons les potions qui semblent utiles. 
Il n'y a plus rien d'intéressant ici.","使えそうなポーションをいくつか手に取ると、棚はすぐに空っぽになった。
これ以上ここに用はない。","拿了几个看着还能用的药水，柜台很快就空了。
 似乎没有必要再留在这里了。","拿了幾個看著還能用的藥水，櫃檯很快就空了。
 似乎沒有必要再留在這裡了。",
RandomEvent/RE_PotionCafe_UseButton_0,Text,,물약을 가져간다,Prendre les potions,ポーションを持って行く,拿走药水,拿走藥水,
RandomEvent/RE_ReaperStatue_Desc,Text,,"각 조사단원의 무작위 <b>희귀스킬</b>을 확인하고 배울 수 있다. 그 후, 다른 조사단원의 희귀스킬 1개를 선택하고 <b>희생된 지식</b>으로 대체한다.
<b>(단, 스킬을 배운 조사단원이 이미 희귀스킬을 보유하고 있을 경우, 그 조사단원의 기존 희귀스킬이 희생된 지식으로 대체된다.)</b>","Affichez une Compétence Rare aléatoire de chaque membre de l'équipe et apprenez-en une. 
Ensuite, remplacez une Compétence Rare que vous possédez déjà par Connaissance Sacrifiée. (Si le membre sélectionné possède déjà une Compétence Rare, celle-ci est remplacée par Connaissance Sacrifiée.)","各調査団員のランダムな<b>レアスキル</b>を確認して習得できる。その後、他の調査団員のレアスキルを1個選択し、<b>犠牲にされた知識</b>に入れ替える。
 <b>(ただし、レアスキルを得た調査団員がすでにレアスキルを持っていた場合、その調査団員のスキルが犠牲にされた知識になる。)</b>","可以查看并学习各调查队员的随机<b>稀有技能<b>。此后，选择其他调查队员的 1 个稀有技能，并用<b>牺牲的知识<b>代替。
 <b>(但如果学习了技能的调查队员已经拥有稀有技能，则该调查队员的已有稀有技能将被牺牲的知识代替。）<b>","可查看並學習各調查隊員的隨機<b>稀有技能<b>。此後，選擇其他調查隊員的 1 個稀有技能，並以<b>犧牲的知識<b>代替。
 <b>(但如果學習了技能的調查隊員已經擁有稀有技能，則該調查隊員的已有稀有技能將被犧牲的知識代替。）<b>",
RandomEvent/RE_ReaperStatue_EventDetails,Text,,"사신의 모습을 본따 만들어진 거대한 석상.
혹한의 날씨에 꽁꽁 얼어붙어 싸늘한 냉기를 뿜어내고 있다.
이곳에서 기도를 올리는 것으로 새로운 힘을 손에 넣을 수 있을 것 같다.","Une immense statue de pierre représentant un Faucheur.
Elle est entièrement gelée à cause du froid glacial. Il semble possible d'obtenir une nouvelle puissance en priant ici.","邪神の姿を象って作られた巨大な石像。
酷寒に晒され、凍てついてしまっており、そのせいか強い冷気を纏っている。
ここで祈ることで新しい力を手に入れられそうだ。","仿照死神的样子制作的巨大石像。
 伫立在冬日的冰天雪地里，散发着寒冷的气息。
 似乎可以通过在此祈祷，获得新的力量。","仿照死神的樣子製作的巨大石像。
 佇立在冬日的冰天雪地裡，散發著寒冷的氣息。
 似乎可以透過在此祈禱，獲得新的力量。",
RandomEvent/RE_ReaperStatue_Name,Text,,얼어붙은 사신상,Statue Gelée du Faucheur,凍てついた邪神像,冰冷的死神像,冰冷的死神像,
RandomEvent/RE_ReaperStatue_OrderStrings_0,Text,,"기도가 끝나자 어디선가 사신의 웃음소리가 들려온다.
강력한 힘을 얻었지만, 무언가가 돌이킬 수 없게 된 것 같은 기분이 든다.","À peine notre prière terminée, un rire lugubre de Faucheur résonne quelque part. 
Nous avons acquis une puissance considérable, mais j'ai le sentiment d'avoir emprunté un chemin sans retour.","祈りが終わるとどこかで邪神の笑い声が聞こえる。
強力な力を得たが、取り返しのつかないことをしてしまった気がする。","祈祷结束后，不知从何处传来了笑声。
 虽然获得了强大的力量，但感觉有些东西似乎再也无法挽回了。","祈禱結束後，不知從何處傳來了笑聲。
 雖然獲得了強大的力量，但感覺有些東西似乎再也無法挽回了。",
RandomEvent/RE_ReaperStatue_UseButtonTooltip_0,Text,,"각 조사단원의 무작위 희귀스킬을 확인하고 배운다. 그 후, 다른 조사단원의 희귀스킬 1개를 선택하고 희생된 지식으로 대체한다.
스킬을 배운 조사단원이 이미 희귀스킬을 보유하고 있을 경우, 그 조사단원의 기존 희귀스킬이 희생된 지식으로 대체된다.","Affichez une Compétence Rare aléatoire de chaque allié et apprenez-en une. Ensuite, remplacez une Compétence Rare que vous possédez déjà par « Connaissance Sacrifiée ». 
Si le nouveau détenteur de la Compétence Rare est également le propriétaire de celle remplacée, les deux Compétences Rares sont échangées.","各調査団員のランダムな<b>レアスキル</b>を確認して習得できる。その後、他の調査団員のレアスキルを1個選択して、犠牲にされた知識に入れ替える。
(ただし、レアスキルを得た調査団員がすでにレアスキルを持っていた場合、その調査団員のスキルが犠牲にされた知識になる。)","查看并学习各调查队员的随机稀有技能。此后，选择其他调查队员的 1 个稀有技能，并用牺牲的知识代替。
 如果学习了技能的调查队员已经拥有稀有技能，则该调查队员的已有稀有技能将被牺牲的知识代替。","查看並學習各調查隊員的隨機稀有技能。此後，選擇其他調查隊員的 1 個稀有技能，並用犧牲的知識代替。
 如果學習了技能的調查隊員已經擁有稀有技能，則該調查隊員的已有稀有技能將被犧牲的知識代替。",
RandomEvent/RE_ReaperStatue_UseButton_0,Text,,기도하기,Prier,祈る,祈祷,祈禱,
RandomEvent/RE_SacrificeSkill_Desc,Text,,"아군의 <b>전용 스킬</b> 1개를 선택해 희생하고, 스킬 1개를 <b>강화</b>한다.",Sacrifiez 1 compétence de classe d'un allié et améliorez 1 compétence.,味方の<b>専用スキル</b>を1個選択して犠牲にし、スキルを1個<b>強化</b>する。,选择1个<b>专属技能</b>牺牲，<b>强化</b>1个技能。,選擇1個<b>專屬技能</b>犧牲，<b>強化</b>1個技能。,
RandomEvent/RE_SacrificeSkill_EventDetails,Text,,"거대한 책 한 권이 사슬에 묶인채 떠 있다.
책 표지에 적힌 제목은, “지식의 희생”.
가까이 다가가자, 책은 마치 무엇인가를 원한다는 듯이 천천히 움직이기 시작했다.","Un gigantesque livre lévite dans les airs, maintenu par d'imposantes chaînes. Son titre est gravé sur la couverture : « Sacrifice du Savoir ». 
À mesure que nous nous approchons, le livre commence à s'agiter comme s'il désirait quelque chose.","鎖に繋がれた巨大な本が宙に浮いている。
本のタイトルは『知識の犠牲』。
近づくと、本は何かを求めるかのようにゆっくりと動き始めた。","一本巨大的书被锁链捆绑着漂浮在空中。
 封面上的标题写着：“知识的牺牲”。
 靠近时，这本书开始慢慢移动，似乎在渴求着什么。","一本巨大的書被鎖鏈綁著漂浮在空中。
 封面上的標題寫著：「知識的犧牲」。
 靠近時，這本書開始慢慢移動，似乎在渴求著什麼。",
RandomEvent/RE_SacrificeSkill_Name,Text,,지식의 희생,Sacrifice du Savoir,知識の犠牲,知识的牺牲,知識的犧牲,
RandomEvent/RE_SacrificeSkill_OrderStrings_0,Text,,"탐욕스러운 책은 아직 배가 고픈 모양이다.
1개의 스킬을 더 희생해야 한다.","Le livre avide réclame encore davantage de connaissances. 
Vous devez sacrifier une compétence supplémentaire.","貪欲な本はまだもの足りないみたいだ。
スキルをもう一つ犠牲にしなければならない。","贪婪的书似乎还是很饥渴。
 需要再牺牲 1 个技能。","貪婪的書似乎還是很飢渴。
 需要再犧牲 1 個技能。",
RandomEvent/RE_SacrificeSkill_OrderStrings_1,Text,,"책이 만족스러운 듯 찬란하게 빛나며 펼쳐지기 시작한다.
책으로부터 신비로운 힘이 느껴진다.","Le livre, désormais satisfait, s'ouvre et révèle ses pages étincelantes. 
Une mystérieuse puissance semble s'en échapper.","本は満足げに輝きながら、ひとりでにページをめくりだした。
本から不思議な力を感じる。","这本书心满意足地散发着灿烂的光芒逐渐打开。
 从书中感受到了神秘的力量。","這本書心滿意足地散發著燦爛的光芒逐漸打開。
 從書中感受到了神祕的力量。",
RandomEvent/RE_SacrificeSkill_OrderStrings_2,Text,,스킬을 강화한다,Améliorer une compétence,スキルを強化する。,强化技能,強化技能,
RandomEvent/RE_SacrificeSkill_OrderStrings_3,Text,,다시 한 번 스킬을 희생한다,Sacrifier une compétence (encore),もう一度スキルを犠牲にする。,再次牺牲技能,再次犧牲技能,
RandomEvent/RE_SacrificeSkill_OrderStrings_4,Text,,역할을 끝낸 책은 다시 본래의 모습으로 되돌아갔다.,Le livre retrouve sa forme d'origine une fois sa tâche accomplie.,役割を果たした本は本来の姿に戻った。,完成任务的书又回到了原本的样子。,完成任務的書又回到了原本的樣子。,
RandomEvent/RE_SacrificeSkill_OrderStrings_5,Text,,희생할 스킬 선택,Sélectionner une compétence à sacrifier.,犠牲にするスキルを選択してください。,选择想要牺牲的技能,選擇想要犧牲的技能,
RandomEvent/RE_SacrificeSkill_UseButton_0,Text,,스킬을 희생한다,Sacrifier une compétence,スキルを犠牲にする,牺牲技能,犧牲技能,
RandomEvent/RE_ShiranuiEvent_Desc,Text,,"보스 '시라누이' 와 전투할 수 있다.
'시라누이'는 이번 지역의 보스를 대체한다.
이미 이번 지역의 보스와 전투했을 경우, 이 이벤트는 아무런 효력이 없다.","Vous pouvez affronter le boss « Shiranui ». « Shiranui » remplacera le boss de cet étage. 
Si vous avez déjà vaincu le boss de cet étage, cet événement n'aura aucun effet.","ボス、「不知火」と戦闘できる。
「不知火」はこの地域のボスの代わりになる。
既にこの地域のボス戦を行った時は何も起こらない。","可与BOSS“不知火”进行战斗。
“不知火”代替当前区域的BOSS出场。
若已经和当前区域的BOSS结束战斗，此事件无效。","可與BOSS「不知火」進行戰鬥。
「不知火」取代目前區域的BOSS出場。
若已經和目前區域的BOSS結束戰鬥，此事件無效。",
RandomEvent/RE_ShiranuiEvent_EventDetails,Text,,"기묘하게 생긴 거대한 돔 건축물.
정면에는 문이 살짝 열려있으며, 문 안쪽에는 다른 세상이 펼쳐져 있는것같이 보인다.

(보스 '시라누이' 와 전투할 수 있다.
'시라누이'는 이번 지역의 보스를 대체한다.
이미 이번 지역의 보스와 전투했을 경우, 이 이벤트는 아무런 효력이 없다.)","Une immense structure en forme de dôme à l'apparence étrange. La porte d'entrée est légèrement entrouverte et l'intérieur semble appartenir à un autre monde. 

(Vous pouvez affronter le boss Shiranui. Shiranui remplace le boss de cette zone. Si vous avez déjà vaincu le boss de cette zone, cet événement n'aura aucun effet.)","奇妙な形のドーム。
正面の扉は少し開けられていて、扉の向こうには全く別の世界が広がっているように見える。

(「不知火」とのボス戦ができる。
不知火はこの地域のボスの代わりになる。
既にこの地域のボスと戦闘した場合、何も起こらない。)","一座巨大而奇特的穹顶建筑。
正面有一扇门微微敞开，里面似乎是另一个世界。

（可与BOSS“不知火”进行战斗。
“不知火”代替当前区域的BOSS出场。
若已经和当前区域的BOSS结束战斗，此事件无效。）","一座巨大而奇特的穹頂建築。
正面有一扇門微微敞開，裡面似乎是另一個世界。

（可與BOSS「不知火」進行戰鬥。
「不知火」取代目前區域的BOSS出場。
若已經和目前區域的BOSS結束戰鬥，此事件無效。 ）",
RandomEvent/RE_ShiranuiEvent_Name,Text,,돔 모형 건축물,Structure en Dôme,不思議なドーム,穹顶建筑,穹頂建築,
RandomEvent/RE_ShiranuiEvent_OrderStrings_0,Text,,"문을 열고 돔 안쪽으로 들어가 보았다.
그러자, 순간적으로 현기증과 함께 주변 풍경이 일그러지기 시작했다.","J'ai ouvert la porte et pénétré dans le dôme. Pendant un instant, j'ai ressenti un vertige et le paysage autour de moi s'est mis à se déformer.","扉を開いて中に進んでみた。
急な眩暈と共に周りの景色が歪み始めた。","打开门往里走去。
突然，我感到一阵眩晕，周围的景色开始扭曲起来。","打開門往裡面走去。
突然，我感到一陣眩暈，周圍的景色開始扭曲。",
RandomEvent/RE_ShiranuiEvent_OrderStrings_1,Text,,"조금 전 보스와의 싸움의 여파로 건물이 타격을 입은 것처럼 보인다.
문은 더 이상 열리지 않는다...","Le bâtiment semble avoir subi les conséquences du combat contre le boss précédent. 
La porte ne s'ouvrira plus...","さっきの戦いで被害を受けたように見える。
扉は開かない。","似乎因刚才的BOSS之战受到了冲击。
无法再打开门...","似乎因剛才的BOSS之戰受到了衝擊。
無法再打開門...",
RandomEvent/RE_ShiranuiEvent_UseButtonTooltip_0,Text,,보스 '시라누이' 와 즉시 전투에 진입한다.,Entrer dans le combat contre le boss « Shiranui »,ボス、「不知火」との戦闘を始める。,立即与BOSS“不知火”进入战斗。,立即與BOSS「不知火」進入戰鬥。,
RandomEvent/RE_ShiranuiEvent_UseButton_0,Text,,들어가본다.,Entrer,入ってみる,进去看看。,進去看看。,
RandomEvent/RE_Souvenirshop_Desc,Text,,600골드를 지불하고 제시되는 유물을 구입할 수 있다.,Payez 600 pièces d'or pour acheter la Relique présentée.,600ゴールドを払って提示された<b>遺物</b>を購入できる。,可以支付600金币购买展示的遗物。,可以支付600金幣購買展示的遺物。,
RandomEvent/RE_Souvenirshop_EventDetails,Text,,"가게 안쪽에서 괴상하게 생긴 광대가 손님을 맞이하고 있다.
광대는 준비한 물건을 보여주며 영업을 시작한다.
<b>""어서 오십시오. 이런 물건은 어떻습니까?""</b>","À l'intérieur de la boutique, un clown à l'apparence inquiétante accueille ses clients. 
En nous apercevant, il nous présente l'objet préparé. « Salutations, voyageurs. Cet objet vous intéresserait-il ? »","店の中では怪しいピエロが客をもてなしている。
ピエロは用意したものを見せながら話しかけてきた。
<b>「いらっしゃい！ こんな物はいかがです？」</b>","商店里长相怪异的小丑正在接待客人。
 小丑拿出准备好的物品开始营业。
 <b>“欢迎光临，您对这类东西感兴趣吗？”</b>","商店裡長相怪異的小丑正在接待客人。
 小丑拿出準備好的物品開始營業。
 <b>「歡迎光臨，您對這類東西有興趣嗎？」</b>",
RandomEvent/RE_Souvenirshop_Name,Text,,기념품 가게,Boutique de Souvenirs,記念品店,纪念品商店,紀念品商店,
RandomEvent/RE_Souvenirshop_OrderStrings_0,Text,,"광대는 잠시 고민하다가 다른 물건을 꺼내 보였다.
<b>""그렇다면 이 쪽은 어떻습니까?""</b>","Le clown réfléchit un instant puis sort un autre objet. « Dans ce cas, que pensez-vous de celui-ci ? »","ピエロは少し悩んだ後、他の物を取り出した。
<b>「ではこちらの商品はいかがです？」</b>","小丑思考了一会儿，拿出了其它物品。
 <b>“那这个怎么样？”</b>","小丑思考了一會兒，拿出了它物品。
 <b>「那這個怎麼樣？」</b>",
RandomEvent/RE_Souvenirshop_OrderStrings_1,Text,,"<b>""구입하여 주셔서 감사합니다. 후후후...""</b>
광대는 만족스럽게 웃으며 골드를 들고 사라졌다.",« Merci pour votre achat. Hé hé hé... » Le clown prit les pièces d'or avant de disparaître avec un sourire satisfait.,"<b>「毎度ありがとうございます。フフフ...」</b>
ピエロは満足したように笑いながらゴールドを持ってどこかに行ってしまった。","<b>“感谢您的购买，呵呵呵...”</b>
 小丑心满意足地微笑着，拿起金币消失了。","<b>「感謝您的購買，呵呵呵...」</b>
 小丑心滿意足地微笑著，拿起金幣消失了。",
RandomEvent/RE_Souvenirshop_UseButton_0,Text,,구입한다 (600 골드),Acheter (600 pièces d'or),購入する(600ゴールド),购买（600金币）,購買（600金幣）,
RandomEvent/RE_Souvenirshop_UseButton_1,Text,,다른 건 없나요?,Y a-t-il autre chose ?,他の物はありませんか？,还有别的吗？,還有別的嗎？,
RandomEvent/RE_StarPillar_Desc,Text,,"세 개의 층에 걸쳐 아이템을 획득한다.
각 층은 <b>재물 혹은 행운</b>을 요구한다.
꼭대기 층에서 <b>셀레스티얼</b>을 획득할 수 있다.","Obtenez différentes récompenses réparties sur trois étages. 
Chaque étage mettra à l'épreuve votre <b>richesse ou votre chance</b>. 
Vous pourrez obtenir un <b>Céleste</b> au dernier étage.","3つの階にかけてアイテムを獲得する。
各階は<b>代償か幸運</b>を要求する。
最上階では<b>セレスチアル</b>を獲得できる。","可获得道具的地点共有3层。
 每个楼层要求<b>财物或幸运<b>。
 可在顶层获得<b>天界之星<b>。","可取得道具的地點共有3層。
 每個樓層要求<b>財物或幸運<b>。
 可在頂層取得<b>天界之星<b>。",
RandomEvent/RE_StarPillar_EventDetails,Text,,"<b>[별의 기둥 하층부]</b>
꼭대기가 구름에 덮힐 정도로 높게 솟은 탑의 입구. 전리품으로 물약을 얻을 수 있다.
위로 이동하기 위해서는 어두컴컴한 계단을 이용하던가, 재물을 바치고 승강기를 이용하는 수밖에 없다. 어떻게 할까?","<b>[Tour Céleste - Rez-de-chaussée]</b> Les nuages dissimulent cette tour gigantesque qui semble transpercer les cieux. 
Vous pouvez obtenir une potion en récompense. 
Pour monter, nous devons emprunter l'escalier faiblement éclairé ou utiliser l'ascenseur moyennant quelques pièces. 

Que faisons-nous ?","<b>[星の柱・下層部]</b>
頂上が雲に隠れてしまうほど高い塔の入り口。戦利品としてポーションを獲得できる。
上に向かうためには、先の見えない真っ暗な階段を上るか、代償を払ってエレベーターを利用するしかない。どうする？","</b>[星之柱下层部]</b>
 高耸入云的尖塔入口，可获得药水作为战利品。
 想要上去，只能走黑漆漆的楼梯，或者献出财物使用电梯。该怎么办呢？","</b>[星之柱下層部]</b>
 高聳入雲的尖塔入口，可獲得藥水作為戰利品。
 想要上去，只能走黑漆漆的樓梯，或是獻出財物使用電梯。怎麼辦呢？",
RandomEvent/RE_StarPillar_Name,Text,,별의 기둥,Tour Céleste,星の柱,星之柱,星星之柱,
RandomEvent/RE_StarPillar_OrderStrings_0,Text,,계단을 이용한다,Prendre les escaliers,階段を上る。,走楼梯,走樓梯,
RandomEvent/RE_StarPillar_OrderStrings_1,Text,,33% 확률로 보유한 무작위 물약 1개를 잃어버린다.,33 % de chances de perdre 1 potion aléatoire.,33%の確率でランダムなポーションを1個失う。,33%的概率失去拥有的随机1个药水。,33%的機率失去擁有的隨機1個藥水。,
RandomEvent/RE_StarPillar_OrderStrings_10,Text,,승강기를 이용한다 (450골드),Utiliser l'ascenseur (450 pièces d'or),エレベーターを利用する。(450ゴールド),使用电梯（450金币）,使用電梯（450金幣）,
RandomEvent/RE_StarPillar_OrderStrings_11,Text,,골드를 지불하고 안전하게 올라간다,Payer et monter en toute sécurité.,ゴールドを払って安全な道を選ぶ。,支付金币安全地上去,支付金幣安全地上去,
RandomEvent/RE_StarPillar_OrderStrings_12,Text,,"<b>[별의 기둥 중층부]</b>
탑의 정확히 중간 층까지 올라온 것 같다.
전리품으로 전투에 도움이 되는 아이템을 얻을 수 있다.
위로 이동하기 위해서는 무엇이 있을지 모르는 계단을 이용하던가, 재물을 바치고 승강기를 이용하는 수밖에 없다.
어떻게 할까?","<b>[Tour Céleste - Étage intermédiaire]</b> 
Nous sommes arrivés exactement au milieu de la tour. 
Vous pouvez obtenir des objets de combat très utiles en récompense. 

Pour continuer à monter, nous devons emprunter l'escalier peu rassurant ou utiliser l'ascenseur en payant. 
Que faisons-nous ?","<b>[星の柱・中層部]</b>
ちょうど塔の半分まで上がってきたようだ。
戦利品として、戦闘に役立つアイテムを得られた。
上に向かうためには何が待っているか分からない階段を上るか、代償を払ってエレベーターを利用するしかない。どうする？","</b>[星之柱中层部]</b>
 似乎到了塔的中间层。
 可获得对战斗有用的道具作为战利品。
 想要继续上去，只能走不知藏着什么的楼梯，或者献出财务使用电梯。
 该怎么办呢？","</b>[星之柱中層部]</b>
 似乎到了塔的中間層。
 可獲得對戰鬥有用的道具作為戰利品。
 想要繼續上去，只能走不知藏著什麼的樓梯，或是獻出財務使用電梯。
 怎麼辦呢？",
RandomEvent/RE_StarPillar_OrderStrings_13,Text,,"<b>[별의 기둥 상층부]</b>
탑의 상층부까지 올라왔다.
꼭대기에서 희귀한 보물인 셀레스티얼을 얻을 수 있는 모양이다.
정상까지 얼마 남지 않았다. 비좁은 계단과 승강기, 어느 쪽을 이용할까?","<b>[Tour Céleste - Étage supérieur]</b> Nous avons atteint les hauteurs de la tour. 
Il semble qu'un trésor rare, un Céleste, nous attende au sommet. Plus que quelques marches... Emprunterons-nous l'étroit escalier ou l'ascenseur ?","<b>[星の柱・上層部]</b>
塔の上層部まで登った。
頂上では珍しいお宝、「セレスチアル」を手に入れられるみたいだ。
頂上までは後少しだ。狭い階段とエレベーター。どっちを利用する？","</b>[星之柱上层部]</b>
 来到了塔的上层部。
 似乎可以在顶层获得稀有宝物天界之星。
 距离塔顶没剩多少距离，狭窄的楼梯和电梯，该用哪个呢？","</b>[星之柱上層部]</b>
 來到了塔的上層部。
 似乎可以在頂層獲得稀有寶物天界之星。
 距離塔頂沒剩多少距離，狹窄的樓梯和電梯，該用哪一個呢？",
RandomEvent/RE_StarPillar_OrderStrings_14,Text,,"마침내 탑의 정상에 올라왔다.
이곳에서는 하늘이 너무나도 가까워, 마치 손만 뻗어도 별이 닿을 것만 같다.
탑의 꼭대기에 준비된 셀레스티얼을 손에 넣고, 포탈을 통해 지상으로 무사히 돌아왔다.","Nous avons enfin atteint le sommet de la tour. Le ciel est si proche que j'ai l'impression de pouvoir toucher les étoiles. 
Après avoir obtenu le Céleste, nous retournons sains et saufs à la surface grâce à un portail.","やがて、塔の頂上まで登ることができた。
ここでは空が近すぎて、手を伸ばすと星まで届きそうだ。
塔の頂上に安置されていたセレスチアルを手に入れ、ポータルを利用して無事に地上まで戻ることができた。","终于来到了塔顶。
 这里距离天空非常非常近，似乎伸出手就可以触摸到星星。
 拿到了放在塔顶的天界之星，通过传送门安全回来了。","終於來到了塔頂。
 這裡距離天空非常非常近，似乎伸出手就可以碰觸到星星。
 拿到了放在塔頂的天界之星，透過傳送門安全回來了。",
