Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Record/Record/MemoryData_Year,Text,,Ç}±ßLwïù년 14월 12일,"Année Ç±ßLwïù, 14 décembre",Ç}±ßLwïù年14月12日,Ç}±ßLwïù年14月12日,Ç}±ßLwï ù年14月12日,,,,,,,,,,,,,,,,,,
Record/Record/MineAccident_Desc,Text,,"천연자원을 캐기 위해 광산에서 채굴 활동을 하는 민간인들.
그러나 순간적인 부주의로 인해 광산이 무너지는 사고가 일어나게 된다.","Les citoyens travaillent dans les mines afin d'extraire des ressources naturelles. 
Cependant, la mine s'effondre à la suite d'un simple moment d'inattention.","鉱物を掘り出すため、鉱山で採掘を始めた民間人達。
しかし、作業中に突然、天盤の崩落が発生してしまう…","为了采集天然资源，民间人士在矿山里挖矿。
然而，因工作人员的一时疏忽发生了矿山坍塌的事故。","為了採集天然資源，民間人士在礦場挖礦。
然而，因工作人員的一時疏忽發生了礦山坍塌的事故。",,,,,,,,,,,,,,,,,,
Record/Record/MineAccident_Title,Text,,광산 안에서,Au cœur des mines,鉱山の中で,矿山内,礦場內,,,,,,,,,,,,,,,,,,
Record/Record/MineAccident_Year,Text,,1년 10월 18일,"Année 1, 18 octobre",1年10月18日,1年10月18日,1年10月18日,,,,,,,,,,,,,,,,,,
Record/Record/News2_Desc,Text,,"인류의 대다수가 냉각화 현상으로부터 살아남기 위해 냉동수면을 취하고 있다.
하지만 보급된 냉동수면 포드에 치명적인 결함이 있다는 소문이 퍼진다.","La majeure partie de l'humanité est placée en cryopréservation afin de survivre au phénomène mondial de refroidissement. 
Cependant, des rumeurs circulent selon lesquelles les capsules de cryogénisation fournies présentent un défaut fatal.","地球の冷却化から生き残るため、人類は冷凍睡眠を選んだ。
しかし、普及された冷凍睡眠ポッドに致命的な欠陥があるという噂が広まり…","为了在全球变冷的灾难中活下来，大部分人类选择了冷冻睡眠。
然而，有消息传出冷冻睡眠舱存在致命缺陷。","為了在全球變冷的災難中活下來，大部分人類都選擇了冷凍睡眠。
然而，有消息傳出冷凍睡眠艙有致命缺陷。",,,,,,,,,,,,,,,,,,
Record/Record/News2_Title,Text,,"BH-1412, “치명적인 결함” 발견",BH-1412 : découverte d'un « défaut fatal »,BH-1412の致命的欠陥,BH-1412，被曝出“致命缺陷”,BH-1412，被揭露出「致命缺陷」,,,,,,,,,,,,,,,,,,
Record/Record/News2_Year,Text,,Ç}±ßóüwL년 11월 16일,"Année Ç}±ßóüwL, 16 novembre",Ç}±ßóüwL年11月16日,Ç}±ßóüwL年11月16日,Ç}±ßó üwL年11月16日,,,,,,,,,,,,,,,,,,
Record/Record/News3_Desc,Text,,"NOVA 사에 대한 분노를 표출하는 사람들은 폭도로 변해 테러를 일으킨다.
한때 전 세계로부터 찬양받던 거대한 회사는 그렇게 몰락하게 된다.","Ceux qui nourrissent de la colère envers NOVA se rassemblent en groupes terroristes. 
Cette immense entreprise autrefois acclamée par le monde est désormais au bord de sa chute.","NOVA社に対し怒りをあらわにする人々は暴徒となり、テロを起こす。
 一時は全世界から人類の救世主と呼ばれた会社は没落の一途を辿った。","感到愤怒的民众对NOVA公司发起了恐怖袭击。
曾经受到全世界赞颂的一代巨头就此陨落。","感到憤怒的民眾對NOVA公司發動了恐怖攻擊。
曾經受到全世界讚頌的一代巨人就此隕落。",,,,,,,,,,,,,,,,,,
Record/Record/News3_Title,Text,,불타는 NOVA 본사,Le siège de NOVA en flammes,NOVA社放火事件,大火中的NOVA 总公司,火災中的NOVA 總公司,,,,,,,,,,,,,,,,,,
Record/Record/News3_Year,Text,,Ç}±ßóüwL년 11월 25일,"Année Ç}±ßóüwL, 25 novembre",Ç}±ßóüwL年11月25日,Ç}±ßóüwL年11月25日,Ç}±ßó üwL年11月25日,,,,,,,,,,,,,,,,,,
Record/Record/News4_Desc,Text,,"NOVA 사의 CEO가 스스로 목숨을 끊은 사건에 대해 다루고 있는 뉴스 기사.
냉동수면 포드에 관한 기사가 그를 어디까지 궁지로 내몬 것일까.","Un article de presse consacré au récent suicide de Peter, PDG de NOVA. 
Jusqu'où les révélations sur les capsules de cryogénisation l'ont-elles poussé ?","NOVA社のCEOが自殺した件に関するニュース。
冷凍睡眠ポッドの記事が彼をどこまで窮地に追い込んだのだろうか。","关于NOVA公司的CEO自杀身亡的新闻报道。
冷冻睡眠舱的报道似乎将他推向了绝路。","關於NOVA公司的CEO自殺身亡的新聞報導。
冷凍睡眠艙的報導似乎將他推向了絕路。",,,,,,,,,,,,,,,,,,
Record/Record/News4_Title,Text,,"NOVA 사 CEO, 숨진 채 발견",Le PDG de NOVA retrouvé mort,NOVA社、CEOの死亡,NOVA公司CEO自杀身亡,NOVA公司CEO自殺身亡,,,,,,,,,,,,,,,,,,
Record/Record/News4_Year,Text,,Ç}±ßóüwL년 12월 25일,"Année Ç}±ßóüwL, 25 décembre",Ç}±ßóüwL年12月25日,Ç}±ßóüwL年12月25日,Ç}±ßó üwL年12月25日,,,,,,,,,,,,,,,,,,
Record/Record/News_Desc,Text,,"이상기후에 관한 기사를 스크랩한 뉴스 기사다.
혹한의 추위와 함께 지구가 얼어붙어가는 '냉각화 현상'에 대해 적혀 있다.","Un reportage d'actualité extrait d'un article consacré aux anomalies climatiques. 
Il décrit le « phénomène mondial de refroidissement », susceptible de plonger la Terre dans une nouvelle ère glaciaire sous l'effet d'un froid extrême.","異常気象に関連する記事をスクラップしたファイルだ。
あり得ない寒さで地球が凍っていく「冷却化現象」について書かれている。","从报纸上剪下来的有关异常气候的新闻报道。
上面写着异常气候所带来的“冷却现象”正在使全球变冷。","從報紙上剪下來的有關異常氣候的新聞報導。
上面寫著異常氣候所帶來的『冷卻現象』正在使全球變冷。",,,,,,,,,,,,,,,,,,
Record/Record/News_Title,Text,,"이상기후 지속... ""슈퍼 빙하기""온다",Les anomalies climatiques persistent : « Une super ère glaciaire approche. »,続く異常気象…「スーパー氷河期」,异常气候持续……“超级冰河期”来袭,異常氣候持續……「超級冰河期」來襲,,,,,,,,,,,,,,,,,,
Record/Record/News_Year,Text,,Ç}±ßLwóü년 8월 7일,"Année Ç}±ßLwóü, 7 août",Ç}±ßLwóü年8月7日,Ç}±ßLwóü年8月7日,Ç}±ßLwó ü年8月7日,,,,,,,,,,,,,,,,,,
Record/Record/NextDay_Desc,Text,,"개회식이 무사히 끝난 다음 날 아침, 연구원 헤인은 개회식 당시 민간인들의 반응이 상상했던 것과 달라 기가 죽어 있다.
애니와 시즈는 모두가 그런 것은 아니라며 그를 다독여 준다.","Le lendemain de la cérémonie d'ouverture, 
le chercheur Hein est découragé de constater que les réactions des civils sont très différentes de ce qu'il avait imaginé. 
Annie et Sizz tentent de le rassurer en lui rappelant que tout le monde n'est pas opposé au projet.","開会式が無事に終わった翌朝。
研究員のヘインは、開会式の民間人達の反応が期待外れだったことに落ち込んでいる。
アニーとシズはそんなヘインを慰める。","开幕式顺利结束后的第二天早晨，研究员海因一副垂头丧气的样子，原因是开幕式的时候民间人士的反应跟他想象的不一样。
安妮和西斯安慰他并不是所有人都这样。","開幕式順利結束後的第二天早晨，研究員海因一副垂頭喪氣的樣子，原因是開幕式的時候民間人士的反應跟他想像的不一樣。
安妮和西斯安慰他不是所有人都這樣。",,,,,,,,,,,,,,,,,,
Record/Record/NextDay_Title,Text,,"방주 프로젝트, 둘째 날",Deuxième jour du projet Arche,アークプロジェクト、二日目。,方舟项目，第二天,方舟計畫，第二天,,,,,,,,,,,,,,,,,,
Record/Record/NextDay_Year,Text,,1년 5월 7일,"Année 1, 7 mai",1年5月7日,1年5月7日,1年5月7日,,,,,,,,,,,,,,,,,,
Record/Record/ObservingHaru_Desc,Text,,"방주 프로젝트 관계자 중, ""하루""라는 인원에 대해 클라인이 남긴 기록.
소중한 동료 중 하나였고, 기후학자로서 우수한 인재이기도 했던 그녀는 모종의 이유로 클라인에게 감시당하고 있었다.","Les notes de Clyne au sujet d'une certaine « Haru », 
Membre du personnel du projet Arche. 
Collègue de confiance et brillante climatologue, elle est discrètement observée par Clyne pour une raison inconnue.","アークプロジェクトの関係者、「ハル」についてクラインが残した記録。
大切な仲間であり優秀な気候学者でもあった彼女は
ある理由でクラインに監視されていた。","克莱因留下的记录，内容与方舟的工作人员“哈鲁”有关。
哈鲁是重要的同伴之一，也是优秀的气候学家，她因某些原因被克莱因监视着。","克萊因留下的記錄，內容與方舟的工作人員「哈魯」有關。
哈魯是重要的同伴之一，也是優秀的氣候學家，她因某些原因被克萊因監視著。",,,,,,,,,,,,,,,,,,
Record/Record/ObservingHaru_Title,Text,,관찰기록 : 하루,Dossier d'observation : Haru,観察記録：ハル,观察记录：哈鲁,觀察記錄：哈魯,,,,,,,,,,,,,,,,,,
Record/Record/ObservingHaru_Year,Text,,1년 6월 15일,"Année 1, 15 juin",1年6月15日,1年6月15日,1年6月15日,,,,,,,,,,,,,,,,,,
Record/Record/OldDiary2_Desc,Text,,"아주 오랜 시간에 걸쳐져 쓰인 듯한 일지, 그 2편.
잊혀진 왕이 되어버린 클라인과 대화한 이후, 아자르는 굉장히 혼란스러워하고 있다.","Un journal qui semble avoir été utilisé pendant très longtemps, Deuxième partie. 
Après sa discussion avec Clyne, devenu le Roi Oublié, Azar est profondément tourmenté.","非常に長い間にわたって書かれたように見える日誌。その2。
忘れられた王になってしまったクラインとの対面後、アザールは混乱していたようだ。","似乎记录了很长时间的日志（第二篇）
在和变成被遗忘的王的克莱因谈话后，阿扎尔感到内心十分混乱。","似乎記錄了很久的日誌（第二篇）
在和變成被遺忘的王的克萊因談話後，阿札爾感到內心十分混亂。",,,,,,,,,,,,,,,,,,
Record/Record/OldDiary2_Title,Text,,오래된 일지 #2,Ancien journal n°2,古びた日誌#2,破旧的日志#2,破舊的日誌#2,,,,,,,,,,,,,,,,,,
Record/Record/OldDiary_Desc,Text,,"아주 오랜 시간에 걸쳐져 쓰인 듯한 일지. 필자는 아자르로 추정됨.
처음엔 루시에 대한 기록 위주로 서술되어 있으나, 점점 자기 자신에 대해 고민하는 모습을 보인다.","Un journal qui semble avoir été utilisé pendant très longtemps. 
Son auteur serait Azar. Les premières pages parlent surtout de Lucy, 
Mais les suivantes prennent un ton beaucoup plus introspectif.","非常に長い間にわたって書かれたように見える日誌。筆者はアザールと推測される。
最初はルシーについての記録が中心だが、
次第に自分自身の悩みについての内容が多くなっていく。","似乎记录了很长时间的日志，推测是阿扎尔写的。
刚开始主要是关于露西的记录，但后面逐渐变成对自身的思考。","看起來記錄了很久的日誌，似乎是阿札爾寫的。
剛開始主要是關於露西的記錄，但後面逐漸變成對自身的思考。",,,,,,,,,,,,,,,,,,
Record/Record/OldDiary_Title,Text,,오래된 일지 #1,Ancien journal n°1,古びた日誌#1,破旧的日志#1,破舊的日誌#1,,,,,,,,,,,,,,,,,,
Record/Record/OldPicture_Desc,Text,,"어느 따뜻한 날에 친구들끼리 다 함께 찍은 듯한 사진. 찍고 나서 상당히 시간이 지났는지, 낡고 빛이 바랜 상태다.","Une photo prise d'un groupe d'amis lors d'une chaude journée. Elle semble dater de très longtemps, car l'image commence à s'effacer.","ある暖かい日に、みんなで撮影したらしき写真。
随分古い物のようで、ボロボロで色褪せている。",在某个风和日丽的天气拍摄的合照，可能是过去了很长时间，照片已经褪色。,在某個風和日麗的天氣拍攝的合照，可能是因為年代久遠，照片已經褪色。,,,,,,,,,,,,,,,,,,
Record/Record/OldPicture_Title,Text,,빛 바랜 사진,Photo fanée,色褪せた写真,褪色的照片,褪色的照片,,,,,,,,,,,,,,,,,,
Record/Record/OldPicture_Year,Text,,1년 5월 15일,"Année 1, 15 mai",1年5月15日,1年5月15日,1年5月15日,,,,,,,,,,,,,,,,,,
Record/Record/OpCeremony_Desc,Text,,"많은 사람들의 노력이 일궈낸 '방주 프로젝트'가 무사히 시작되었다.
그러나 개회식에서, 사람들은 방주가 천국과도 같은 낙원이 아닌, 지금부터 살아가게 될 또 하나의 현실이라는 사실을 깨닫게 된다.","Le projet Arche, fruit d'innombrables efforts et de talents réunis, est lancé avec succès. 
Cependant, lors de la cérémonie d'ouverture, les civils réalisent que l'Arche n'est pas un paradis, mais une nouvelle réalité dans laquelle ils devront continuer à lutter.","多くの人々の努力が実り、「アークプロジェクト」が無事に開始された。
しかし開会式で、アークとは楽園ではなく、
今から生きていく新しい現実だという事実を、人々は悟ることになる。","耗费无数人的心血建立起来的“方舟项目”顺利启动。
但在开幕式中，人们开始明白方舟并不是如天堂般的乐园，而是将要面对的另一个现实。","耗費無數人的心血建立起來的「方舟計畫」順利啟動。
但在開幕式中，人們開始明白方舟不是如天堂般的樂園，
而是今後為了活下去將要面對的另一個現實。",,,,,,,,,,,,,,,,,,
Record/Record/OpCeremony_Title,Text,,개회식,Cérémonie d'ouverture,開会式,开幕式,開幕式,,,,,,,,,,,,,,,,,,
Record/Record/OpCeremony_Year,Text,,1년 5월 6일,"Année 1, 6 mai",1年5月6日,1年5月6日,1年5月6日,,,,,,,,,,,,,,,,,,
Record/Record/PhoenixAdventure_Desc,Text,,동결된 가상 세계에서 외로이 방주를 지키고 있는 피닉스를 담은 기록물,Un documentaire montrant Phoenix veillant seul sur l'Arche dans un monde virtuel figé par le froid.,凍てついた仮想世界で一人寂しくアークを守り続ける、フェニックスの姿を追った記録。,记录着在被冻结的虚拟世界里独自守护着方舟的凤凰。,記錄著在被凍結的虛擬世界裡獨自守護方舟的鳳凰。,,,,,,,,,,,,,,,,,,
Record/Record/PhoenixAdventure_Title,Text,,피닉스의 모험,L'aventure de Phoenix,フェニックスの冒険,凤凰的冒险,鳳凰的冒險,,,,,,,,,,,,,,,,,,
Record/Record/PhoenixAwakening_Desc,Text,,"언제나처럼 멈춰 있는 방주에서 시간을 보내는 피닉스.
그러나 지난 번 클라인과 재회한 이후 줄곧 마음에 담아 두고 있던 불안감에 악몽까지 꾸게 된다.
피닉스는 점차 자신이 살아 있다는 실감을 하게 되고, 충동적으로 현실 세계의 무인 로봇을 이용해 돌이킬 수 없는 짓을 저지르고 만다.","Phoenix passe, comme toujours, ses journées dans l'Arche figée par le froid. 
Cependant, l'angoisse qui le hante depuis ses retrouvailles avec Clyne finit par se transformer en cauchemars. 
Peu à peu, Phoenix prend conscience de son attachement à la vie et, sous le coup de l'impulsion, commet un acte irréversible à l'aide d'un robot autonome.","いつものように停止したアークで時を過ごすフェニックス。
しかし前回のクラインとの再会以後、
心の奥に秘めていた不安に苛み、悪夢まで見るようになっていた。
自分の忌まわしい過去に回帰することを恐れたフェニックスは、遂には衝動的に
現実世界の無人ロボットを利用して取り返しのつかないことまでやってしまう。","凤凰像往常一样在停滞的方舟消磨着时间。
但上一次和克莱因重逢后，强烈地不安甚至让凤凰做起了噩梦。
凤凰想要活下去的执念逐渐变得强烈，最终冲动的凤凰使用现实世界的机器人犯下了无可挽回的事情。","鳳凰像往常一樣在停滯的方舟消磨時間。
但上一次和克萊因重逢後，強烈不安甚至讓鳳凰做起了惡夢。
鳳凰想要活下去的執念逐漸變得強烈，最終衝動的鳳凰使用現實世界的機器人犯下了無可挽回的事情。",,,,,,,,,,,,,,,,,,
Record/Record/PhoenixAwakening_Title,Text,,피닉스의 재탄생,La renaissance de Phoenix,フェニックス再誕,凤凰的重生,鳳凰的重生,,,,,,,,,,,,,,,,,,
Record/Record/PotionDevelopmentDiary_Desc,Text,,"배신자의 물약을 만들기 위해 함께 분투하는 피닉스와 레린.
두 사람은 셀 수 없는 경우의 수와 실낱 같은 가능성을 뚫기 위해 노력한다.","Phoenix et Leryn unissent leurs forces pour créer la potion du traître. 
Ils travaillent sans relâche, explorant d'innombrables possibilités afin de saisir la plus infime chance de réussite.","裏切り者のポーションを作るために奮闘するフェニックスとレーリン。
二人は数え切れないほど多くの試行を繰り返し、一縷の望みを繋ごうと努力する。","凤凰和蕾琳为了制作背叛者的药水而一起努力着。
两个人不停尝试着数不清的组合，在一丝丝可能性中寻找着一线希望。","鳳凰和蕾琳為了製作背叛者的藥水而一起努力。
兩個人不停地嘗試數不清的組合，在一絲可能性中尋找著一線希望。",,,,,,,,,,,,,,,,,,
Record/Record/PotionDevelopmentDiary_Title,Text,,물약 개발 일지,Journal du développement de la potion,ポーション開発日誌,药水研发日志,藥水研發日誌,,,,,,,,,,,,,,,,,,
Record/Record/Project2_Desc,Text,,"정체를 알 수 없는 '대재앙'으로부터 살아남기 위해, 클라인이라는 남자는 한 프로젝트를 시작했다.
'방주 프로젝트'라고 명명된 이 프로젝트라면, 안전하고 확실하게 대재앙으로부터 살아남을 수 있다고 한다.","Afin de survivre à la « Grande Catastrophe » imprévue, un homme nommé Clyne lance un projet. 
Selon lui, ce « projet Arche » constitue le moyen le plus sûr et le plus fiable de survivre à la catastrophe.","得体の知れない「厄災」から生き残るため、
クラインという男があるプロジェクトを企画した。
「アークプロジェクト」と名付けられたこのプロジェクトなら、
安全かつ確実に厄災から生き残れるという。","为了从不明原因的“大灾难”中活下来，克莱因启动了一个项目。
据说这个被命名为“方舟”的项目，能够确保人类安全地从大灾难中存活。","為了從不明原因的『大災難』中活下來，克萊因啟動了一個計畫。
據說這個被命名為『方舟』的計畫，能夠確保人類安全地從大災難中存活。",,,,,,,,,,,,,,,,,,
Record/Record/Project2_Title,Text,,프로젝트 소개,Présentation du projet,プロジェクトの紹介,项目介绍,計畫介紹,,,,,,,,,,,,,,,,,,
Record/Record/Project2_Year,Text,,Ç}±ßLwóý년 11월 15일,"Année Ç}±ßLwóý, 15 novembre",Ç}±ßLwóý年11月15日,Ç}±ßLwóý年11月15日,Ç}±ßLwó ý年11月15日,,,,,,,,,,,,,,,,,,
Record/Record/ProjectProgress_Desc,Text,,"순조롭게 진행되고 있는 '방주 프로젝트'.
책임자 클라인은 자기 보신하기 바쁜 다른 프로젝트와 달리, 자신의 프로젝트로 인류를 구할 것이라고 조용히 다짐한다.
한편, 프로젝트에 치명적인 문제점이 있다며 상담을 요청한 사람이 있었다고 하는데...","Le « projet Arche » progresse sans encombre. 
Son directeur exécutif, Clyne, s'est discrètement juré de sauver l'humanité grâce à son projet, contrairement à d'autres qui ne cherchent que leur propre intérêt. 
Cependant, quelqu'un demande à le rencontrer, affirmant avoir découvert une faille critique dans le projet...","順調に進む「アークプロジェクト」。
総責任者であるクラインは、我が身の安全だけを考えた他のプロジェクトとは違う、
地球を救うためのプロジェクトを築きあげてみせると静かに決意する。
一方、プロジェクトに致命的な問題があると相談を持ち込んだ人物がいたらしいが…。","“方舟项目”正在顺利进行。
负责人克莱因称他的项目和其它只顾保全自己的项目不同，他决意要通过自己的项目拯救人类。
另外，据说有一个人认为项目中存在致命的问题，想要和克莱因谈谈……","「方舟計畫」正在順利進行中。
負責人克萊因稱他的計畫和其它只顧保全自己的計畫不同，他決意要透過自己的計畫拯救人類。
另外，據說有一個人認為計畫中存在致命的問題，想要和克萊因談談……",,,,,,,,,,,,,,,,,,
Record/Record/ProjectProgress_Title,Text,,프로젝트 진행상황,Avancement du projet,プロジェクトの現状,项目进展,專案進度,,,,,,,,,,,,,,,,,,
Record/Record/ProjectProgress_Year,Text,,Ç}±ßLw÷년 3월 20일,"Année Ç}±ßLw÷õ, 20 mars",Ç}±ßLw÷年3月20日,Ç}±ßLw÷年3月20日,Ç}±ßLw÷ 年3月20日,,,,,,,,,,,,,,,,,,
Record/Record/ReunionAfterCentury_Desc,Text,,"동결하지 않고 있던 피닉스는 150여년 만에 동결에서 깨어난 클라인과 재회한다.
바깥의 온도가 높아지면서 방주 프로젝트를 끝낼 수 있을지도 모른다는 기대감도 잠시, 가상 세계에서의 생활이 끝난다는 것에 위화감을 느끼는 피닉스. 프로젝트가 확실하게 끝을 향해 나아가고 있다는 클라인의 말에 피닉스는 잊고 있던 현실 감각을 떠올리게 된다.","Phoenix, qui n'a jamais été placé en sommeil cryogénique, retrouve Clyne après cent cinquante ans. 
Alors que la température extérieure remonte, la joie de Phoenix d'avoir mené le projet Arche à son terme est de courte durée. 
Elle laisse rapidement place à un profond malaise : la vie dans ce monde virtuel touche bientôt à sa fin. 
Lorsque Clyne lui affirme que le projet approche bel et bien de son dénouement, Phoenix retrouve le sentiment de réalité qu'il avait perdu.","冷凍睡眠に入れなかったフェニックスは、150年ぶりに目覚めたクラインと再会する。
外の気温が上昇し、アークプロジェクトも終わるかもしれないという期待も束の間、
仮想世界での生活が終わることに違和感を覚えるフェニックス。
プロジェクトが着実に終わりに向かっているというクラインの言葉で、
忘れていた現実を思い出す。","没有进入冬眠的凤凰再次见到了从150多年的沉眠中苏醒过来的克莱因。
随着外面的温度开始升高，方舟项目的完结似乎指日可待，然而这种期待转瞬即逝，对结束虚拟世界的生活感到恐惧的凤凰，在听到克莱因说项目正在走向尽头以后，逐渐恢复了对现实的感知。","沒有進入冬眠的鳳凰再次見到了從150多年的沉眠中甦醒過來的克萊因。
隨著外面的溫度開始升高，方舟計畫的結束似乎指日可待，然而這種期待轉瞬即逝，對結束虛擬世界的生活感到恐懼的鳳凰，在聽到克萊因說計畫正在走向盡頭以後，逐漸恢復了對現實的感知。",,,,,,,,,,,,,,,,,,
Record/Record/ReunionAfterCentury_Title,Text,,1세기만의 재회,Retrouvailles d'un siècle et demi,1世紀ぶりの再会,一个世纪后的重逢,一個世紀後的重逢,,,,,,,,,,,,,,,,,,
Record/Record/SecretReunion_Desc,Text,,"붉은 황야에서 한 순간이나마 기억을 되찾았던 루시를 보고 뭔가를 결심한 피닉스.
세계가 바뀐 이후 수 년 만에 다시 만난 클라인에게, 피닉스는 조언을 구한다.","Après avoir vu Lucy retrouver brièvement la mémoire dans les Terres Pourpres, Phoenix décide d'agir.
De nombreuses années après que le monde a changé, il retrouve Clyne afin de lui demander conseil.","赤い荒野で一瞬だけ記憶を取り戻したルシーを見て、何かを決心したフェニックス。
ループ後の新たな世界で、久しぶりに再会したクラインに助言を求める。","在红色荒野里，看到短暂恢复记忆的露西后，凤凰暗暗下了决心。
在世界改变后的这几年来，凤凰第一次见了克莱因，希望能得到他的建议。","在紅色荒野裡，看到短暫恢復記憶的露西後，鳳凰暗暗下了決心。
在世界改變後的這幾年來，鳳凰第一次見到了克萊因，希望得到他的建議。",,,,,,,,,,,,,,,,,,
Record/Record/SecretReunion_Title,Text,,비밀스런 해후,Retrouvailles secrètes,めぐり合い,神秘的邂逅,神秘的邂逅,,,,,,,,,,,,,,,,,,
Record/Record/SecurityReport_Desc,Text,,"광산에서 일어난 사고에 대한 보안팀의 후속 처리 보고서.
아이언 하트 팀의 대장이자 방주 프로젝트의 보안팀장인 베베가 직접 보고서를 작성하고 있다.","Le rapport de suivi de l'équipe de sécurité concernant l'incident survenu dans les mines. 
Ce rapport est rédigé par Bebe, capitaine de l'équipe Ironheart et chef de l'équipe de sécurité du projet Arche.","鉱山で事故に対するセキュリティ チームのレポート。
アイアンハートの隊長でありセキュリティチームのチーフであるべべが
直々にレポートを書いている。","安保组提交的关于矿山事故的后续处理报告。
由钢铁之心队的队长兼方舟项目的安保组组长贝贝亲自撰写。","警備組提交的關於礦場事故的後續處理報告。
由鋼鐵之心隊的隊長兼方舟計畫的警備組組長貝貝親自撰寫。",,,,,,,,,,,,,,,,,,
Record/Record/SecurityReport_Title,Text,,보안팀 업무 보고서,Rapport d'intervention de l'équipe de sécurité,セキュリティチームのレポート,安保组工作报告,警備組工作報告,,,,,,,,,,,,,,,,,,
Record/Record/SecurityReport_Year,Text,,1년 11월 9일,"Année 1, 9 novembre",1年11月9日,1年11月9日,1年11月9日,,,,,,,,,,,,,,,,,,
Record/Record/StoryOfMyLife_Desc,Text,,"누군가에게 자신의 과거 이야기를 해주는 치요. 유전자 기술로 유명한 치요의 모국에는 이해하기 힘든 법률이 있었고, 그 대상자였던 치요는 예정된 죽음에 저항하기 위해, 범죄에까지 손을 대며 살아남기 위해 발버둥쳤다. 하지만 그 대가는 잔혹했고, 모든 것이 끝났다고 생각한 마지막 순간 한 남자가 치요를 찾아왔다.","Chiyo raconte à quelqu'un une partie de son passé. 
Son pays natal, réputé pour ses avancées en génétique, appliquait une loi incompréhensible à laquelle elle était soumise. 
Pour échapper à la mort qui lui était destinée, Chiyo s'est désespérément battue pour survivre, allant jusqu'à sombrer dans la criminalité. 
Mais ce choix eut un prix cruel, et alors qu'elle pensait que tout était perdu, un certain homme vint à sa rencontre.","誰かに自分の過去を語るチヨ。遺伝学で有名なチヨの母国には
常識では考えられない法律があり、その法律の対象者であったチヨは
予定された死に抵抗するため、犯罪に手を染めてまで生き残ろうと足掻いた。
しかしその代価は残酷なものだった。
全てが終わったと思った瞬間、ある男がチヨの元を訪れる。",七曜向某人诉说着自己的过去。七曜的祖国以基因技术而闻名，这个国家有一条常人难以理解的法律，作为这条法律的限制对象，七曜因此面临死亡威胁，为了能够活下去，七曜一直都在拼命挣扎。然而，代价是如此的残酷，就在七曜觉得一切都结束了的时候，一个男人找到了她。,七曜向某一個人訴說著自己的過去。鳳凰的祖國以基因技術而聞名，這個國家有一條常人難以理解的法律，作為這條法律的限制對象，面臨著死亡的七曜為了能夠活下來而拼命掙扎。然而，代價是如此的殘酷，在她覺得一切都結束了的時候，一個男人找到了她。,,,,,,,,,,,,,,,,,,
Record/Record/StoryOfMyLife_Title,Text,,치요의 이야기,L'histoire de Chiyo,チヨの物語,七曜的故事,七曜的故事,,,,,,,,,,,,,,,,,,
Record/Record/StoryOfMyLife_Year,Text,,1년 7월 5일,"Année 1, 5 juillet",1年7月5日,1年7月5日,1年7月5日,,,,,,,,,,,,,,,,,,
Record/Record/SuspiciousMeeting_Desc,Text,,"동결 중인 방주에서 인원 점검을 하던 피닉스는, 과거 자신들이 붙잡았던 배신자와 다시 마주하게 된다.
하지만 동결되었어야 했던 배신자는 무슨 이유인지 깨어 있었고, 피닉스에게 어떤 얘기를 하기 시작하는데...","Alors qu'il effectue une inspection du personnel dans l'Arche gelée, Phoenix se retrouve face au traître qu'il avait capturé autrefois. 
Pourtant, celui-ci, qui aurait dû être plongé dans le sommeil cryogénique, est parfaitement éveillé et entame une conversation avec Phoenix...","凍てついたアークの中で人員点検をしていたフェニックスは、
かつて皆で力を合わせて捕まえた裏切り者と再び対面する。
しかし、凍結されているはずだった裏切り者はなぜか起きていて、
フェニックスにある話を持ち掛けてくる。","在被冻结的方舟里清点人员的凤凰，遇到了以前被他们亲手逮捕进监狱的叛徒。
但本该被冻结的叛徒不知为何是醒着的，并且对凤凰说……","在被凍結的方舟裡清點人員的鳳凰，遇到了以前被他們親手逮捕進監獄的叛徒。
但本該被凍結的叛徒不知為何是醒著的，並且對鳳凰說……",,,,,,,,,,,,,,,,,,
Record/Record/SuspiciousMeeting_Title,Text,,수상한 면회,Une rencontre suspecte,怪しい面会,奇怪的会晤,奇怪的會晤,,,,,,,,,,,,,,,,,,
